sentence,intent
no duplicate rows,REMOVE_DUPLICATES_ROWS
can you fill na in category using mean,FILL_NA
could you standard scale score,STANDARDIZE_COLUMN
category fill missing with average,FILL_NA
can you category convert to float,TYPE_CAST
please department should be int,TYPE_CAST
I need to delete category from the dataset,DROP_COLUMN
could you fill missing values in department using median,FILL_NA
clean outliers from age,REMOVE_OUTLIERS_COLUMN
z score scale income,STANDARDIZE_COLUMN
convert category into numeric labels,LABEL_ENCODE_COLUMN
status delete,DROP_COLUMN
no duplicate rows,REMOVE_DUPLICATES_ROWS
perform standard scaling on score,STANDARDIZE_COLUMN
kindly fix empty values in department with mean,FILL_NA
convert category to numbers,LABEL_ENCODE_COLUMN
drop anomalous data points in quantity,REMOVE_OUTLIERS_COLUMN
please drop category,DROP_COLUMN
convert income to 0-1 range,NORMALIZE_COLUMN
kindly perform normalization on quantity,NORMALIZE_COLUMN
could you convert status to numbers,LABEL_ENCODE_COLUMN
I want to trim extreme observations in rating,REMOVE_OUTLIERS_COLUMN
update city type to string,TYPE_CAST
I want to rating standardization,STANDARDIZE_COLUMN
I need to transform quantity to zero mean and unit variance,STANDARDIZE_COLUMN
can you drop all duplicates,REMOVE_DUPLICATES_ROWS
get rid of status,DROP_COLUMN
fill na in gender using mode,FILL_NA
cast status as int,TYPE_CAST
"can you rescale quantity to [0,1]",NORMALIZE_COLUMN
perform missing value imputation on department using median,FILL_NA
apply z score normalization to quantity,STANDARDIZE_COLUMN
remove the country feature,DROP_COLUMN
department label encoding,LABEL_ENCODE_COLUMN
kindly category should be float,TYPE_CAST
perform normalization on price,NORMALIZE_COLUMN
I need to no duplicate rows,REMOVE_DUPLICATES_ROWS
set city datatype as int,TYPE_CAST
update gender type to string,TYPE_CAST
z-score normalize income,STANDARDIZE_COLUMN
convert salary to 0-1 range,NORMALIZE_COLUMN
I need to take out status,DROP_COLUMN
I want to status remove,DROP_COLUMN
kindly transform category using label encoder,LABEL_ENCODE_COLUMN
I need to perform standard scaling on rating,STANDARDIZE_COLUMN
cast category as float,TYPE_CAST
kindly remove outliers in score,REMOVE_OUTLIERS_COLUMN
transform score to zero mean and unit variance,STANDARDIZE_COLUMN
could you convert status to int,TYPE_CAST
apply feature scaling to experience,NORMALIZE_COLUMN
cast department as integer,TYPE_CAST
I need to transform salary to zero mean and unit variance,STANDARDIZE_COLUMN
could you convert department into numeric labels,LABEL_ENCODE_COLUMN
please discard the city field,DROP_COLUMN
I want to omit city field,DROP_COLUMN
please clean outliers from experience,REMOVE_OUTLIERS_COLUMN
make quantity between 0 and 1,NORMALIZE_COLUMN
I need to price remove outliers,REMOVE_OUTLIERS_COLUMN
resolve blank issue in gender,FILL_NA
perform missing value imputation on status using mode,FILL_NA
I want to omit department field,DROP_COLUMN
remove the department feature,DROP_COLUMN
could you rating normalization,NORMALIZE_COLUMN
help me to no duplicate rows,REMOVE_DUPLICATES_ROWS
kindly cast category as int,TYPE_CAST
replace unknown data in status with most frequent value,FILL_NA
remove the country feature,DROP_COLUMN
convert category to int,TYPE_CAST
filter extreme values from rating,REMOVE_OUTLIERS_COLUMN
could you filter extreme values from age,REMOVE_OUTLIERS_COLUMN
remove department attribute completely,DROP_COLUMN
can you z-score normalize experience,STANDARDIZE_COLUMN
replace empty data in status with mean,FILL_NA
convert city to string,TYPE_CAST
change data type of city to integer,TYPE_CAST
make gender a float column,TYPE_CAST
please change data type of city to integer,TYPE_CAST
standardize the values of experience,STANDARDIZE_COLUMN
help me to apply standard scaler to rating,STANDARDIZE_COLUMN
assign labels to city,LABEL_ENCODE_COLUMN
convert status to numbers,LABEL_ENCODE_COLUMN
filter extreme values from quantity,REMOVE_OUTLIERS_COLUMN
transform city using label encoder,LABEL_ENCODE_COLUMN
delete city from the dataset,DROP_COLUMN
can you apply z score normalization to salary,STANDARDIZE_COLUMN
please encode status,LABEL_ENCODE_COLUMN
fill na in country using median,FILL_NA
impute NaN entries in gender using mode,FILL_NA
apply z score normalization to price,STANDARDIZE_COLUMN
cast status as integer,TYPE_CAST
price standardization,STANDARDIZE_COLUMN
standardize the values of salary,STANDARDIZE_COLUMN
median imputation for city,FILL_NA
make status a integer column,TYPE_CAST
I need to transform status into int type,TYPE_CAST
encode categories in department as integers,LABEL_ENCODE_COLUMN
could you encode categories in category as integers,LABEL_ENCODE_COLUMN
transform income to zero mean and unit variance,STANDARDIZE_COLUMN
z score scale price,STANDARDIZE_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
make quantity between 0 and 1,NORMALIZE_COLUMN
convert categorical values in country to labels,LABEL_ENCODE_COLUMN
please erase city,DROP_COLUMN
change data type of city to float,TYPE_CAST
could you get rid of country,DROP_COLUMN
help me to apply feature scaling to age,NORMALIZE_COLUMN
clean outliers from score,REMOVE_OUTLIERS_COLUMN
could you ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
use median strategy to treat undefined values in status,FILL_NA
I want to ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
"rescale experience to [0,1]",NORMALIZE_COLUMN
average imputation for category,FILL_NA
update country type to float,TYPE_CAST
I need to remove extreme age values,REMOVE_OUTLIERS_COLUMN
I want to remove outliers in experience,REMOVE_OUTLIERS_COLUMN
kindly impute empty entries in gender using mean,FILL_NA
could you filter extreme values from score,REMOVE_OUTLIERS_COLUMN
replace null data in status with average,FILL_NA
help me to delete country from the dataset,DROP_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
eliminate abnormal values in experience,REMOVE_OUTLIERS_COLUMN
convert rating to 0-1 range,NORMALIZE_COLUMN
drop column department,DROP_COLUMN
replace null data in status with median,FILL_NA
get rid of status,DROP_COLUMN
filter extreme values from quantity,REMOVE_OUTLIERS_COLUMN
cast country as integer,TYPE_CAST
status should be int,TYPE_CAST
encode country,LABEL_ENCODE_COLUMN
please remove the department feature,DROP_COLUMN
transform status into float type,TYPE_CAST
I need to set status datatype as integer,TYPE_CAST
please clean duplicates,REMOVE_DUPLICATES_ROWS
help me to convert gender to int,TYPE_CAST
I need to change data type of status to integer,TYPE_CAST
convert gender to numbers,LABEL_ENCODE_COLUMN
could you no duplicate rows,REMOVE_DUPLICATES_ROWS
standard scale experience,STANDARDIZE_COLUMN
could you status convert to string,TYPE_CAST
country should be integer,TYPE_CAST
apply feature scaling to quantity,NORMALIZE_COLUMN
drop extreme experience,REMOVE_OUTLIERS_COLUMN
salary standardization,STANDARDIZE_COLUMN
remove row duplicates,REMOVE_DUPLICATES_ROWS
kindly apply min max scaling to rating,NORMALIZE_COLUMN
can you label encode department,LABEL_ENCODE_COLUMN
remove extreme quantity values,REMOVE_OUTLIERS_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
I need to exclude country column,DROP_COLUMN
kindly apply min max scaling to rating,NORMALIZE_COLUMN
eliminate abnormal values in quantity,REMOVE_OUTLIERS_COLUMN
change data type of gender to string,TYPE_CAST
fill na in status using most common value,FILL_NA
apply z score normalization to age,STANDARDIZE_COLUMN
convert status into numeric labels,LABEL_ENCODE_COLUMN
clean duplicates,REMOVE_DUPLICATES_ROWS
eliminate abnormal values in score,REMOVE_OUTLIERS_COLUMN
salary standardization,STANDARDIZE_COLUMN
could you eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
resolve undefined issue in country,FILL_NA
please remove duplicate rows,REMOVE_DUPLICATES_ROWS
kindly z-score normalize salary,STANDARDIZE_COLUMN
I want to perform standard scaling on quantity,STANDARDIZE_COLUMN
I want to use median strategy to treat undefined values in gender,FILL_NA
label encode gender,LABEL_ENCODE_COLUMN
rating standardization,STANDARDIZE_COLUMN
convert categorical values in category to labels,LABEL_ENCODE_COLUMN
help me to bring price to range 0 and 1,NORMALIZE_COLUMN
I need to take out country,DROP_COLUMN
category encode,LABEL_ENCODE_COLUMN
drop country,DROP_COLUMN
turn country into int,TYPE_CAST
encode categories in city as integers,LABEL_ENCODE_COLUMN
department convert to string,TYPE_CAST
can you replace null data in department with most common value,FILL_NA
remove duplicate rows,REMOVE_DUPLICATES_ROWS
help me to city remove,DROP_COLUMN
transform country using label encoder,LABEL_ENCODE_COLUMN
perform normalization on score,NORMALIZE_COLUMN
remove row duplicates,REMOVE_DUPLICATES_ROWS
delete repeated records,REMOVE_DUPLICATES_ROWS
standardize score,STANDARDIZE_COLUMN
could you keep only unique rows,REMOVE_DUPLICATES_ROWS
encode category,LABEL_ENCODE_COLUMN
eliminate abnormal values in score,REMOVE_OUTLIERS_COLUMN
I need to fill undefined values in status using average,FILL_NA
I need to filter extreme values from experience,REMOVE_OUTLIERS_COLUMN
kindly convert category into numeric labels,LABEL_ENCODE_COLUMN
remove country attribute completely,DROP_COLUMN
I need to drop anomalous data points in age,REMOVE_OUTLIERS_COLUMN
I want to turn country into int,TYPE_CAST
"please rescale income to [0,1]",NORMALIZE_COLUMN
gender fill missing with median,FILL_NA
standard scale age,STANDARDIZE_COLUMN
please convert quantity to 0-1 range,NORMALIZE_COLUMN
encode categories in city as integers,LABEL_ENCODE_COLUMN
normalize price,NORMALIZE_COLUMN
kindly eliminate column named category,DROP_COLUMN
change data type of department to string,TYPE_CAST
kindly standardize the values of quantity,STANDARDIZE_COLUMN
omit status field,DROP_COLUMN
trim extreme observations in quantity,REMOVE_OUTLIERS_COLUMN
help me to rating remove outliers,REMOVE_OUTLIERS_COLUMN
clean outliers from score,REMOVE_OUTLIERS_COLUMN
kindly encode categories in gender as integers,LABEL_ENCODE_COLUMN
drop column city,DROP_COLUMN
I need to filter extreme values from score,REMOVE_OUTLIERS_COLUMN
remove the city feature,DROP_COLUMN
make country a int column,TYPE_CAST
I want to apply standard scaler to experience,STANDARDIZE_COLUMN
help me to remove extreme age values,REMOVE_OUTLIERS_COLUMN
bring rating to range 0 and 1,NORMALIZE_COLUMN
make dataset unique,REMOVE_DUPLICATES_ROWS
city fill missing with mode,FILL_NA
update category type to integer,TYPE_CAST
z score scale experience,STANDARDIZE_COLUMN
turn gender into float,TYPE_CAST
kindly trim extreme observations in salary,REMOVE_OUTLIERS_COLUMN
clean outliers from age,REMOVE_OUTLIERS_COLUMN
can you erase department,DROP_COLUMN
I need to convert category to numbers,LABEL_ENCODE_COLUMN
I want to make dataset unique,REMOVE_DUPLICATES_ROWS
update category type to int,TYPE_CAST
can you convert categorical values in gender to labels,LABEL_ENCODE_COLUMN
quantity standardization,STANDARDIZE_COLUMN
handle undefined values for gender with most frequent value,FILL_NA
delete gender from the dataset,DROP_COLUMN
I need to normalize score,NORMALIZE_COLUMN
can you bring price to range 0 and 1,NORMALIZE_COLUMN
detect and remove outliers for income,REMOVE_OUTLIERS_COLUMN
help me to encode category,LABEL_ENCODE_COLUMN
exclude city column,DROP_COLUMN
z score scale experience,STANDARDIZE_COLUMN
convert city to numbers,LABEL_ENCODE_COLUMN
income standardization,STANDARDIZE_COLUMN
remove extreme income values,REMOVE_OUTLIERS_COLUMN
assign labels to gender,LABEL_ENCODE_COLUMN
I need to apply feature scaling to price,NORMALIZE_COLUMN
"kindly rescale quantity to [0,1]",NORMALIZE_COLUMN
kindly delete department from the dataset,DROP_COLUMN
help me to rating standardization,STANDARDIZE_COLUMN
I want to fix missing values in status with median,FILL_NA
gender delete,DROP_COLUMN
can you rescale price using min max normalization,NORMALIZE_COLUMN
I want to drop extreme income,REMOVE_OUTLIERS_COLUMN
convert status into numeric labels,LABEL_ENCODE_COLUMN
country should be int,TYPE_CAST
handle unknown values for status with mean,FILL_NA
perform normalization on rating,NORMALIZE_COLUMN
help me to filter extreme values from salary,REMOVE_OUTLIERS_COLUMN
kindly eliminate abnormal values in price,REMOVE_OUTLIERS_COLUMN
fill NaN values in status using average,FILL_NA
can you eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
resolve blank issue in category,FILL_NA
transform city using label encoder,LABEL_ENCODE_COLUMN
I need to country should be float,TYPE_CAST
kindly salary standardization,STANDARDIZE_COLUMN
kindly get rid of duplicate rows,REMOVE_DUPLICATES_ROWS
I want to no duplicate rows,REMOVE_DUPLICATES_ROWS
could you transform city using label encoder,LABEL_ENCODE_COLUMN
I need to exclude abnormal quantity values,REMOVE_OUTLIERS_COLUMN
kindly standard scale experience,STANDARDIZE_COLUMN
could you quantity normalization,NORMALIZE_COLUMN
filter extreme values from score,REMOVE_OUTLIERS_COLUMN
can you gender fill missing with median,FILL_NA
take out city,DROP_COLUMN
I need to ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
get rid of outliers in income,REMOVE_OUTLIERS_COLUMN
help me to trim extreme observations in experience,REMOVE_OUTLIERS_COLUMN
erase gender,DROP_COLUMN
set gender datatype as string,TYPE_CAST
remove extreme age values,REMOVE_OUTLIERS_COLUMN
I need to replace all undefined in department by median,FILL_NA
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
drop all duplicates,REMOVE_DUPLICATES_ROWS
please rating normalization,NORMALIZE_COLUMN
score normalization,NORMALIZE_COLUMN
help me to map category categories to numbers,LABEL_ENCODE_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
help me to apply label encoding to category,LABEL_ENCODE_COLUMN
use median strategy to treat empty values in category,FILL_NA
could you normalize age,NORMALIZE_COLUMN
help me to convert city into numeric labels,LABEL_ENCODE_COLUMN
convert gender to string,TYPE_CAST
eliminate column named department,DROP_COLUMN
make category a float column,TYPE_CAST
drop all duplicates,REMOVE_DUPLICATES_ROWS
department label encoding,LABEL_ENCODE_COLUMN
I want to standard scale rating,STANDARDIZE_COLUMN
kindly convert price to 0-1 range,NORMALIZE_COLUMN
label encode city,LABEL_ENCODE_COLUMN
help me to impute unknown entries in gender using mean,FILL_NA
z score scale age,STANDARDIZE_COLUMN
kindly category encode,LABEL_ENCODE_COLUMN
salary normalization,NORMALIZE_COLUMN
discard the country field,DROP_COLUMN
make dataset unique,REMOVE_DUPLICATES_ROWS
I want to bring quantity to range 0 and 1,NORMALIZE_COLUMN
help me to encode categories in status as integers,LABEL_ENCODE_COLUMN
detect and remove outliers for price,REMOVE_OUTLIERS_COLUMN
help me to convert status to numbers,LABEL_ENCODE_COLUMN
please take out gender,DROP_COLUMN
exclude abnormal price values,REMOVE_OUTLIERS_COLUMN
convert gender into numeric labels,LABEL_ENCODE_COLUMN
remove the status feature,DROP_COLUMN
I need to encode categories in country as integers,LABEL_ENCODE_COLUMN
exclude country column,DROP_COLUMN
set category datatype as string,TYPE_CAST
min max normalize income,NORMALIZE_COLUMN
transform city using label encoder,LABEL_ENCODE_COLUMN
convert salary to 0-1 range,NORMALIZE_COLUMN
could you apply min max scaling to rating,NORMALIZE_COLUMN
I want to perform standard scaling on experience,STANDARDIZE_COLUMN
resolve undefined issue in department,FILL_NA
can you fill na in status using median,FILL_NA
please perform normalization on quantity,NORMALIZE_COLUMN
please deduplicate the dataset,REMOVE_DUPLICATES_ROWS
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
fill empty values in city using median,FILL_NA
apply median imputation on status,FILL_NA
could you exclude city column,DROP_COLUMN
drop category,DROP_COLUMN
help me to apply z score normalization to age,STANDARDIZE_COLUMN
standardize the values of price,STANDARDIZE_COLUMN
eliminate column named country,DROP_COLUMN
please remove extreme score values,REMOVE_OUTLIERS_COLUMN
drop extreme income,REMOVE_OUTLIERS_COLUMN
map department categories to numbers,LABEL_ENCODE_COLUMN
department convert to string,TYPE_CAST
remove row duplicates,REMOVE_DUPLICATES_ROWS
could you perform missing value imputation on category using median,FILL_NA
transform price to zero mean and unit variance,STANDARDIZE_COLUMN
z-score normalize score,STANDARDIZE_COLUMN
please remove extreme experience values,REMOVE_OUTLIERS_COLUMN
could you replace empty data in gender with median,FILL_NA
z-score normalize price,STANDARDIZE_COLUMN
replace all null in city by mean,FILL_NA
gender encode,LABEL_ENCODE_COLUMN
I want to z score scale score,STANDARDIZE_COLUMN
bring price to range 0 and 1,NORMALIZE_COLUMN
drop extreme price,REMOVE_OUTLIERS_COLUMN
help me to drop anomalous data points in quantity,REMOVE_OUTLIERS_COLUMN
I want to remove outliers in experience,REMOVE_OUTLIERS_COLUMN
remove outliers in experience,REMOVE_OUTLIERS_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
I want to income normalization,NORMALIZE_COLUMN
substitute empty values in country by median,FILL_NA
help me to drop all duplicates,REMOVE_DUPLICATES_ROWS
normalize quantity,NORMALIZE_COLUMN
could you min max normalize income,NORMALIZE_COLUMN
help me to normalize income,NORMALIZE_COLUMN
could you make dataset unique,REMOVE_DUPLICATES_ROWS
please omit city field,DROP_COLUMN
could you map gender categories to numbers,LABEL_ENCODE_COLUMN
apply feature scaling to quantity,NORMALIZE_COLUMN
handle blank values for category with most common value,FILL_NA
eliminate column named city,DROP_COLUMN
replace all blank in country by median,FILL_NA
rating normalization,NORMALIZE_COLUMN
kindly drop status,DROP_COLUMN
can you bring price to range 0 and 1,NORMALIZE_COLUMN
change data type of status to float,TYPE_CAST
city remove,DROP_COLUMN
exclude abnormal quantity values,REMOVE_OUTLIERS_COLUMN
transform experience to zero mean and unit variance,STANDARDIZE_COLUMN
I need to experience normalization,NORMALIZE_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
can you make age between 0 and 1,NORMALIZE_COLUMN
eliminate column named gender,DROP_COLUMN
I need to department encode,LABEL_ENCODE_COLUMN
I want to set department datatype as int,TYPE_CAST
I want to convert income to 0-1 range,NORMALIZE_COLUMN
normalize score,NORMALIZE_COLUMN
change category into float,TYPE_CAST
help me to status delete,DROP_COLUMN
can you normalize salary,NORMALIZE_COLUMN
I need to department label encoding,LABEL_ENCODE_COLUMN
please z score scale salary,STANDARDIZE_COLUMN
fill null values in city using most frequent value,FILL_NA
kindly price remove outliers,REMOVE_OUTLIERS_COLUMN
get rid of duplicate rows,REMOVE_DUPLICATES_ROWS
convert price to 0-1 range,NORMALIZE_COLUMN
convert category into numeric labels,LABEL_ENCODE_COLUMN
please replace all undefined in category by mean,FILL_NA
I need to trim extreme observations in rating,REMOVE_OUTLIERS_COLUMN
update gender type to float,TYPE_CAST
please update country type to integer,TYPE_CAST
category convert to int,TYPE_CAST
help me to clean duplicate observations,REMOVE_DUPLICATES_ROWS
status delete,DROP_COLUMN
mode imputation for gender,FILL_NA
average imputation for gender,FILL_NA
fix empty values in gender with most frequent value,FILL_NA
resolve blank issue in city,FILL_NA
min max normalize quantity,NORMALIZE_COLUMN
make experience between 0 and 1,NORMALIZE_COLUMN
kindly convert city into numeric labels,LABEL_ENCODE_COLUMN
I want to apply label encoding to country,LABEL_ENCODE_COLUMN
encode categories in department as integers,LABEL_ENCODE_COLUMN
kindly resolve missing issue in country,FILL_NA
apply label encoding to department,LABEL_ENCODE_COLUMN
transform rating to zero mean and unit variance,STANDARDIZE_COLUMN
could you apply z score normalization to income,STANDARDIZE_COLUMN
please apply z score normalization to salary,STANDARDIZE_COLUMN
perform standard scaling on rating,STANDARDIZE_COLUMN
could you convert categorical values in category to labels,LABEL_ENCODE_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
z-score normalize age,STANDARDIZE_COLUMN
I want to get rid of country,DROP_COLUMN
could you z-score normalize quantity,STANDARDIZE_COLUMN
get rid of outliers in score,REMOVE_OUTLIERS_COLUMN
drop extreme income,REMOVE_OUTLIERS_COLUMN
get rid of duplicate rows,REMOVE_DUPLICATES_ROWS
I want to cast status as string,TYPE_CAST
drop category,DROP_COLUMN
kindly apply standard scaler to quantity,STANDARDIZE_COLUMN
trim extreme observations in score,REMOVE_OUTLIERS_COLUMN
I need to typecast status into integer,TYPE_CAST
replace all undefined in city by mean,FILL_NA
map gender categories to numbers,LABEL_ENCODE_COLUMN
label encode country,LABEL_ENCODE_COLUMN
kindly remove the department feature,DROP_COLUMN
could you change gender into string,TYPE_CAST
convert categorical values in department to labels,LABEL_ENCODE_COLUMN
fill null values in category using median,FILL_NA
can you discard the city field,DROP_COLUMN
standard scale income,STANDARDIZE_COLUMN
I need to label encode country,LABEL_ENCODE_COLUMN
could you handle undefined values for department with most frequent value,FILL_NA
can you turn country into int,TYPE_CAST
replace NaN data in country with most common value,FILL_NA
experience remove outliers,REMOVE_OUTLIERS_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
help me to remove redundant rows,REMOVE_DUPLICATES_ROWS
clean null data in category using average,FILL_NA
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
can you make category a integer column,TYPE_CAST
remove redundant rows,REMOVE_DUPLICATES_ROWS
can you perform standard scaling on salary,STANDARDIZE_COLUMN
drop category,DROP_COLUMN
assign labels to department,LABEL_ENCODE_COLUMN
update category type to string,TYPE_CAST
most common value imputation for status,FILL_NA
rating standardization,STANDARDIZE_COLUMN
kindly take out gender,DROP_COLUMN
I need to set country datatype as int,TYPE_CAST
please category should be string,TYPE_CAST
can you apply most common value imputation on city,FILL_NA
make quantity between 0 and 1,NORMALIZE_COLUMN
impute undefined entries in status using median,FILL_NA
kindly status label encoding,LABEL_ENCODE_COLUMN
I need to take out status,DROP_COLUMN
category fill missing with median,FILL_NA
exclude category column,DROP_COLUMN
convert salary to 0-1 range,NORMALIZE_COLUMN
normalize income,NORMALIZE_COLUMN
take out category,DROP_COLUMN
cast department as string,TYPE_CAST
fix null values in gender with average,FILL_NA
resolve missing issue in status,FILL_NA
normalize experience,NORMALIZE_COLUMN
can you substitute blank values in gender by median,FILL_NA
I need to delete repeated records,REMOVE_DUPLICATES_ROWS
help me to department encode,LABEL_ENCODE_COLUMN
standardize salary,STANDARDIZE_COLUMN
I need to perform missing value imputation on status using most frequent value,FILL_NA
kindly deduplicate the dataset,REMOVE_DUPLICATES_ROWS
I want to country fill missing with mean,FILL_NA
remove row duplicates,REMOVE_DUPLICATES_ROWS
clean outliers from quantity,REMOVE_OUTLIERS_COLUMN
kindly remove redundant rows,REMOVE_DUPLICATES_ROWS
please rescale score using min max normalization,NORMALIZE_COLUMN
apply feature scaling to price,NORMALIZE_COLUMN
handle NaN values for gender with median,FILL_NA
clean outliers from experience,REMOVE_OUTLIERS_COLUMN
city remove,DROP_COLUMN
can you encode category,LABEL_ENCODE_COLUMN
score normalization,NORMALIZE_COLUMN
drop status,DROP_COLUMN
perform standard scaling on score,STANDARDIZE_COLUMN
perform standard scaling on price,STANDARDIZE_COLUMN
kindly convert salary to z scores,STANDARDIZE_COLUMN
map city categories to numbers,LABEL_ENCODE_COLUMN
help me to convert categorical values in department to labels,LABEL_ENCODE_COLUMN
I want to convert category to numbers,LABEL_ENCODE_COLUMN
I want to apply feature scaling to score,NORMALIZE_COLUMN
eliminate column named department,DROP_COLUMN
apply min max scaling to experience,NORMALIZE_COLUMN
get rid of city,DROP_COLUMN
help me to impute undefined entries in gender using average,FILL_NA
clean duplicate observations,REMOVE_DUPLICATES_ROWS
exclude abnormal rating values,REMOVE_OUTLIERS_COLUMN
can you status should be integer,TYPE_CAST
I want to standard scale age,STANDARDIZE_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
drop city,DROP_COLUMN
experience standardization,STANDARDIZE_COLUMN
eliminate column named department,DROP_COLUMN
could you encode categories in status as integers,LABEL_ENCODE_COLUMN
could you set category datatype as int,TYPE_CAST
help me to fill unknown values in country using median,FILL_NA
"rescale score to [0,1]",NORMALIZE_COLUMN
drop column category,DROP_COLUMN
help me to map country categories to numbers,LABEL_ENCODE_COLUMN
eliminate column named city,DROP_COLUMN
rescale age using min max normalization,NORMALIZE_COLUMN
make dataset unique,REMOVE_DUPLICATES_ROWS
apply label encoding to status,LABEL_ENCODE_COLUMN
perform normalization on rating,NORMALIZE_COLUMN
I want to drop column status,DROP_COLUMN
please price normalization,NORMALIZE_COLUMN
change data type of city to int,TYPE_CAST
help me to assign labels to gender,LABEL_ENCODE_COLUMN
convert score to 0-1 range,NORMALIZE_COLUMN
remove outliers in age,REMOVE_OUTLIERS_COLUMN
resolve empty issue in city,FILL_NA
I need to convert city to integer,TYPE_CAST
please remove outliers in rating,REMOVE_OUTLIERS_COLUMN
can you country remove,DROP_COLUMN
standard scale score,STANDARDIZE_COLUMN
I want to apply z score normalization to age,STANDARDIZE_COLUMN
standard scale age,STANDARDIZE_COLUMN
can you remove duplicate rows,REMOVE_DUPLICATES_ROWS
category should be integer,TYPE_CAST
apply label encoding to department,LABEL_ENCODE_COLUMN
can you clean duplicate observations,REMOVE_DUPLICATES_ROWS
gender encode,LABEL_ENCODE_COLUMN
can you get rid of outliers in age,REMOVE_OUTLIERS_COLUMN
could you encode categories in department as integers,LABEL_ENCODE_COLUMN
z-score normalize age,STANDARDIZE_COLUMN
standardize rating,STANDARDIZE_COLUMN
rating standardization,STANDARDIZE_COLUMN
could you set category datatype as int,TYPE_CAST
convert category to numbers,LABEL_ENCODE_COLUMN
drop extreme rating,REMOVE_OUTLIERS_COLUMN
status encode,LABEL_ENCODE_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
can you filter extreme values from income,REMOVE_OUTLIERS_COLUMN
standard scale price,STANDARDIZE_COLUMN
can you apply z score normalization to quantity,STANDARDIZE_COLUMN
normalize salary,NORMALIZE_COLUMN
can you exclude department column,DROP_COLUMN
apply most common value imputation on gender,FILL_NA
delete gender from the dataset,DROP_COLUMN
please transform category into int type,TYPE_CAST
"could you rescale age to [0,1]",NORMALIZE_COLUMN
kindly trim extreme observations in age,REMOVE_OUTLIERS_COLUMN
could you apply standard scaler to quantity,STANDARDIZE_COLUMN
can you filter extreme values from price,REMOVE_OUTLIERS_COLUMN
convert category into numeric labels,LABEL_ENCODE_COLUMN
delete city from the dataset,DROP_COLUMN
convert city into numeric labels,LABEL_ENCODE_COLUMN
help me to keep only unique rows,REMOVE_DUPLICATES_ROWS
perform standard scaling on price,STANDARDIZE_COLUMN
kindly country remove,DROP_COLUMN
perform standard scaling on score,STANDARDIZE_COLUMN
convert experience to z scores,STANDARDIZE_COLUMN
set department datatype as string,TYPE_CAST
use most common value strategy to treat undefined values in city,FILL_NA
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
cast department as integer,TYPE_CAST
kindly perform standard scaling on quantity,STANDARDIZE_COLUMN
make department a string column,TYPE_CAST
I want to trim extreme observations in experience,REMOVE_OUTLIERS_COLUMN
get rid of status,DROP_COLUMN
deduplicate the dataset,REMOVE_DUPLICATES_ROWS
please trim extreme observations in salary,REMOVE_OUTLIERS_COLUMN
transform country into string type,TYPE_CAST
min max normalize rating,NORMALIZE_COLUMN
could you transform quantity to zero mean and unit variance,STANDARDIZE_COLUMN
could you update gender type to float,TYPE_CAST
convert department into numeric labels,LABEL_ENCODE_COLUMN
handle empty values for status with mode,FILL_NA
delete city from the dataset,DROP_COLUMN
convert country into numeric labels,LABEL_ENCODE_COLUMN
kindly city encode,LABEL_ENCODE_COLUMN
I want to substitute empty values in department by mode,FILL_NA
drop gender,DROP_COLUMN
remove extreme rating values,REMOVE_OUTLIERS_COLUMN
make dataset unique,REMOVE_DUPLICATES_ROWS
cast gender as string,TYPE_CAST
clean duplicate observations,REMOVE_DUPLICATES_ROWS
eliminate column named country,DROP_COLUMN
apply z score normalization to quantity,STANDARDIZE_COLUMN
salary standardization,STANDARDIZE_COLUMN
I need to drop all duplicates,REMOVE_DUPLICATES_ROWS
I need to set city datatype as float,TYPE_CAST
transform city using label encoder,LABEL_ENCODE_COLUMN
label encode city,LABEL_ENCODE_COLUMN
could you convert department to numbers,LABEL_ENCODE_COLUMN
help me to apply mean imputation on status,FILL_NA
could you standard scale age,STANDARDIZE_COLUMN
I want to substitute blank values in category by mode,FILL_NA
I want to discard the status field,DROP_COLUMN
standardize price,STANDARDIZE_COLUMN
transform experience to zero mean and unit variance,STANDARDIZE_COLUMN
category fill missing with median,FILL_NA
