sentence,intent
impute empty entries in department using median,FILL_NA
I need to discard the status field,DROP_COLUMN
normalize rating,NORMALIZE_COLUMN
I need to label encode status,LABEL_ENCODE_COLUMN
drop column gender,DROP_COLUMN
label encode status,LABEL_ENCODE_COLUMN
trim extreme observations in experience,REMOVE_OUTLIERS_COLUMN
could you scale experience between 0 and 1,NORMALIZE_COLUMN
I want to perform missing value imputation on category using median,FILL_NA
can you apply min max scaling to age,NORMALIZE_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
standardize quantity,STANDARDIZE_COLUMN
kindly apply min max scaling to age,NORMALIZE_COLUMN
trim extreme observations in income,REMOVE_OUTLIERS_COLUMN
kindly remove the gender feature,DROP_COLUMN
could you make status a string column,TYPE_CAST
apply average imputation on country,FILL_NA
can you standardize experience,STANDARDIZE_COLUMN
standardize rating,STANDARDIZE_COLUMN
fill missing values in country using average,FILL_NA
eliminate column named status,DROP_COLUMN
convert gender into numeric labels,LABEL_ENCODE_COLUMN
remove the category feature,DROP_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
clean outliers from quantity,REMOVE_OUTLIERS_COLUMN
kindly clean duplicate observations,REMOVE_DUPLICATES_ROWS
kindly convert categorical values in department to labels,LABEL_ENCODE_COLUMN
drop column city,DROP_COLUMN
transform category into int type,TYPE_CAST
help me to drop all duplicates,REMOVE_DUPLICATES_ROWS
transform experience to zero mean and unit variance,STANDARDIZE_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
could you normalize price,NORMALIZE_COLUMN
normalize age,NORMALIZE_COLUMN
drop anomalous data points in income,REMOVE_OUTLIERS_COLUMN
I need to remove outliers in income,REMOVE_OUTLIERS_COLUMN
help me to remove redundant rows,REMOVE_DUPLICATES_ROWS
please discard the gender field,DROP_COLUMN
convert category into numeric labels,LABEL_ENCODE_COLUMN
help me to clean outliers from experience,REMOVE_OUTLIERS_COLUMN
please remove the category feature,DROP_COLUMN
help me to clean duplicate observations,REMOVE_DUPLICATES_ROWS
remove outliers in age,REMOVE_OUTLIERS_COLUMN
normalize salary,NORMALIZE_COLUMN
convert category into numeric labels,LABEL_ENCODE_COLUMN
clean outliers from age,REMOVE_OUTLIERS_COLUMN
use median strategy to treat blank values in category,FILL_NA
handle empty values for status with median,FILL_NA
map gender categories to numbers,LABEL_ENCODE_COLUMN
make gender a int column,TYPE_CAST
please encode categories in status as integers,LABEL_ENCODE_COLUMN
scale score between 0 and 1,NORMALIZE_COLUMN
drop column city,DROP_COLUMN
rescale rating using min max normalization,NORMALIZE_COLUMN
please discard the status field,DROP_COLUMN
help me to ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
I want to delete department from the dataset,DROP_COLUMN
detect and remove outliers for age,REMOVE_OUTLIERS_COLUMN
help me to eliminate column named country,DROP_COLUMN
can you use mode strategy to treat missing values in gender,FILL_NA
I want to typecast status into int,TYPE_CAST
help me to clean outliers from experience,REMOVE_OUTLIERS_COLUMN
eliminate abnormal values in score,REMOVE_OUTLIERS_COLUMN
can you exclude country column,DROP_COLUMN
set category datatype as integer,TYPE_CAST
remove redundant rows,REMOVE_DUPLICATES_ROWS
kindly clean duplicate observations,REMOVE_DUPLICATES_ROWS
I want to encode categories in status as integers,LABEL_ENCODE_COLUMN
rescale quantity using min max normalization,NORMALIZE_COLUMN
scale age between 0 and 1,NORMALIZE_COLUMN
kindly eliminate column named status,DROP_COLUMN
use most frequent value strategy to treat undefined values in department,FILL_NA
I need to delete gender from the dataset,DROP_COLUMN
eliminate column named country,DROP_COLUMN
eliminate abnormal values in income,REMOVE_OUTLIERS_COLUMN
remove the country feature,DROP_COLUMN
set city datatype as string,TYPE_CAST
apply feature scaling to score,NORMALIZE_COLUMN
I need to fill undefined values in gender using most frequent value,FILL_NA
help me to detect and remove outliers for age,REMOVE_OUTLIERS_COLUMN
help me to perform missing value imputation on department using median,FILL_NA
transform quantity to zero mean and unit variance,STANDARDIZE_COLUMN
filter extreme values from rating,REMOVE_OUTLIERS_COLUMN
drop column gender,DROP_COLUMN
normalize experience,NORMALIZE_COLUMN
eliminate abnormal values in score,REMOVE_OUTLIERS_COLUMN
handle undefined values for status with most frequent value,FILL_NA
substitute NaN values in gender by median,FILL_NA
z-score normalize salary,STANDARDIZE_COLUMN
perform normalization on price,NORMALIZE_COLUMN
apply most common value imputation on gender,FILL_NA
discard the department field,DROP_COLUMN
make status a integer column,TYPE_CAST
standardize price,STANDARDIZE_COLUMN
I want to handle NaN values for category with average,FILL_NA
clean outliers from rating,REMOVE_OUTLIERS_COLUMN
could you eliminate column named city,DROP_COLUMN
impute NaN entries in gender using median,FILL_NA
rescale salary using min max normalization,NORMALIZE_COLUMN
discard the city field,DROP_COLUMN
eliminate column named city,DROP_COLUMN
please standardize experience,STANDARDIZE_COLUMN
convert status to integer,TYPE_CAST
eliminate abnormal values in rating,REMOVE_OUTLIERS_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
kindly normalize experience,NORMALIZE_COLUMN
I want to apply feature scaling to price,NORMALIZE_COLUMN
I need to convert city into numeric labels,LABEL_ENCODE_COLUMN
exclude category column,DROP_COLUMN
handle null values for department with average,FILL_NA
help me to detect and remove outliers for score,REMOVE_OUTLIERS_COLUMN
convert category into numeric labels,LABEL_ENCODE_COLUMN
remove outliers in rating,REMOVE_OUTLIERS_COLUMN
could you discard the city field,DROP_COLUMN
eliminate column named department,DROP_COLUMN
please remove duplicate rows,REMOVE_DUPLICATES_ROWS
convert category into numeric labels,LABEL_ENCODE_COLUMN
I want to apply label encoding to department,LABEL_ENCODE_COLUMN
standardize income,STANDARDIZE_COLUMN
I want to clean outliers from price,REMOVE_OUTLIERS_COLUMN
exclude gender column,DROP_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
set country datatype as integer,TYPE_CAST
convert status to integer,TYPE_CAST
help me to drop column city,DROP_COLUMN
typecast department into integer,TYPE_CAST
standardize price,STANDARDIZE_COLUMN
scale rating between 0 and 1,NORMALIZE_COLUMN
eliminate abnormal values in score,REMOVE_OUTLIERS_COLUMN
handle NaN values for country with most frequent value,FILL_NA
drop all duplicates,REMOVE_DUPLICATES_ROWS
please normalize experience,NORMALIZE_COLUMN
apply feature scaling to salary,NORMALIZE_COLUMN
I need to change data type of country to int,TYPE_CAST
scale price between 0 and 1,NORMALIZE_COLUMN
use median strategy to treat missing values in gender,FILL_NA
I want to transform gender into int type,TYPE_CAST
I want to delete repeated records,REMOVE_DUPLICATES_ROWS
please remove the country feature,DROP_COLUMN
remove outliers in score,REMOVE_OUTLIERS_COLUMN
can you use average strategy to treat undefined values in gender,FILL_NA
I need to remove the city feature,DROP_COLUMN
I want to fill undefined values in department using median,FILL_NA
I need to perform missing value imputation on category using most common value,FILL_NA
replace NaN data in category with mean,FILL_NA
label encode city,LABEL_ENCODE_COLUMN
remove outliers in experience,REMOVE_OUTLIERS_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
perform normalization on age,NORMALIZE_COLUMN
transform category into string type,TYPE_CAST
help me to cast category as string,TYPE_CAST
perform normalization on score,NORMALIZE_COLUMN
could you perform missing value imputation on department using mean,FILL_NA
help me to apply standard scaler to income,STANDARDIZE_COLUMN
could you drop anomalous data points in score,REMOVE_OUTLIERS_COLUMN
transform country using label encoder,LABEL_ENCODE_COLUMN
apply label encoding to category,LABEL_ENCODE_COLUMN
drop anomalous data points in price,REMOVE_OUTLIERS_COLUMN
I need to encode categories in city as integers,LABEL_ENCODE_COLUMN
rescale price using min max normalization,NORMALIZE_COLUMN
could you convert department into numeric labels,LABEL_ENCODE_COLUMN
make department a integer column,TYPE_CAST
kindly standardize price,STANDARDIZE_COLUMN
perform standard scaling on quantity,STANDARDIZE_COLUMN
I want to substitute null values in department by mode,FILL_NA
exclude status column,DROP_COLUMN
map status categories to numbers,LABEL_ENCODE_COLUMN
typecast status into string,TYPE_CAST
convert gender to int,TYPE_CAST
can you substitute null values in status by most common value,FILL_NA
please transform salary to zero mean and unit variance,STANDARDIZE_COLUMN
I want to encode categories in gender as integers,LABEL_ENCODE_COLUMN
convert income to 0-1 range,NORMALIZE_COLUMN
can you replace missing data in gender with median,FILL_NA
transform price to zero mean and unit variance,STANDARDIZE_COLUMN
help me to typecast status into integer,TYPE_CAST
use average strategy to treat blank values in city,FILL_NA
convert gender into numeric labels,LABEL_ENCODE_COLUMN
kindly apply feature scaling to quantity,NORMALIZE_COLUMN
perform standard scaling on income,STANDARDIZE_COLUMN
trim extreme observations in quantity,REMOVE_OUTLIERS_COLUMN
fill undefined values in status using average,FILL_NA
transform quantity to zero mean and unit variance,STANDARDIZE_COLUMN
I want to remove status attribute completely,DROP_COLUMN
kindly substitute unknown values in category by average,FILL_NA
change data type of status to integer,TYPE_CAST
could you clean outliers from salary,REMOVE_OUTLIERS_COLUMN
change data type of category to string,TYPE_CAST
help me to eliminate abnormal values in score,REMOVE_OUTLIERS_COLUMN
apply min max scaling to salary,NORMALIZE_COLUMN
help me to replace empty data in country with most frequent value,FILL_NA
can you ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
remove country attribute completely,DROP_COLUMN
handle blank values for category with median,FILL_NA
I want to impute NaN entries in category using median,FILL_NA
could you eliminate abnormal values in income,REMOVE_OUTLIERS_COLUMN
rescale rating using min max normalization,NORMALIZE_COLUMN
I want to remove the city feature,DROP_COLUMN
kindly apply label encoding to gender,LABEL_ENCODE_COLUMN
typecast status into float,TYPE_CAST
normalize age,NORMALIZE_COLUMN
I want to clean outliers from price,REMOVE_OUTLIERS_COLUMN
can you trim extreme observations in rating,REMOVE_OUTLIERS_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
apply min max scaling to rating,NORMALIZE_COLUMN
make category a string column,TYPE_CAST
encode categories in gender as integers,LABEL_ENCODE_COLUMN
please cast country as string,TYPE_CAST
please detect and remove outliers for score,REMOVE_OUTLIERS_COLUMN
use average strategy to treat NaN values in country,FILL_NA
delete repeated records,REMOVE_DUPLICATES_ROWS
label encode city,LABEL_ENCODE_COLUMN
could you convert experience to 0-1 range,NORMALIZE_COLUMN
impute undefined entries in status using most common value,FILL_NA
apply z score normalization to score,STANDARDIZE_COLUMN
please apply min max scaling to experience,NORMALIZE_COLUMN
could you perform normalization on income,NORMALIZE_COLUMN
handle NaN values for gender with median,FILL_NA
perform missing value imputation on status using median,FILL_NA
convert gender to float,TYPE_CAST
I need to handle null values for gender with mode,FILL_NA
standardize the values of quantity,STANDARDIZE_COLUMN
can you change data type of city to integer,TYPE_CAST
convert score to 0-1 range,NORMALIZE_COLUMN
apply z score normalization to age,STANDARDIZE_COLUMN
can you perform missing value imputation on department using most common value,FILL_NA
apply mean imputation on gender,FILL_NA
kindly eliminate abnormal values in score,REMOVE_OUTLIERS_COLUMN
kindly apply standard scaler to experience,STANDARDIZE_COLUMN
kindly delete repeated records,REMOVE_DUPLICATES_ROWS
clean duplicate observations,REMOVE_DUPLICATES_ROWS
standardize the values of age,STANDARDIZE_COLUMN
perform standard scaling on salary,STANDARDIZE_COLUMN
please z-score normalize quantity,STANDARDIZE_COLUMN
I need to change data type of country to string,TYPE_CAST
apply standard scaler to age,STANDARDIZE_COLUMN
perform missing value imputation on gender using mean,FILL_NA
apply min max scaling to score,NORMALIZE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
z-score normalize income,STANDARDIZE_COLUMN
help me to delete department from the dataset,DROP_COLUMN
help me to substitute null values in city by mode,FILL_NA
make category a string column,TYPE_CAST
help me to remove outliers in rating,REMOVE_OUTLIERS_COLUMN
apply label encoding to category,LABEL_ENCODE_COLUMN
discard the category field,DROP_COLUMN
remove outliers in quantity,REMOVE_OUTLIERS_COLUMN
perform standard scaling on score,STANDARDIZE_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
discard the department field,DROP_COLUMN
could you perform standard scaling on experience,STANDARDIZE_COLUMN
I want to remove outliers in salary,REMOVE_OUTLIERS_COLUMN
convert salary to 0-1 range,NORMALIZE_COLUMN
discard the category field,DROP_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
kindly drop column department,DROP_COLUMN
apply z score normalization to score,STANDARDIZE_COLUMN
apply min max scaling to experience,NORMALIZE_COLUMN
I need to perform normalization on age,NORMALIZE_COLUMN
delete department from the dataset,DROP_COLUMN
convert category to int,TYPE_CAST
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
please normalize quantity,NORMALIZE_COLUMN
replace missing data in city with average,FILL_NA
convert department to string,TYPE_CAST
could you discard the department field,DROP_COLUMN
please filter extreme values from score,REMOVE_OUTLIERS_COLUMN
help me to eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
help me to eliminate column named gender,DROP_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
please remove outliers in price,REMOVE_OUTLIERS_COLUMN
replace missing data in city with median,FILL_NA
can you transform price to zero mean and unit variance,STANDARDIZE_COLUMN
help me to detect and remove outliers for income,REMOVE_OUTLIERS_COLUMN
kindly clean duplicate observations,REMOVE_DUPLICATES_ROWS
drop anomalous data points in experience,REMOVE_OUTLIERS_COLUMN
substitute missing values in country by mean,FILL_NA
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
help me to remove outliers in salary,REMOVE_OUTLIERS_COLUMN
help me to scale income between 0 and 1,NORMALIZE_COLUMN
z-score normalize price,STANDARDIZE_COLUMN
apply feature scaling to age,NORMALIZE_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
help me to delete repeated records,REMOVE_DUPLICATES_ROWS
fill NaN values in department using median,FILL_NA
can you delete repeated records,REMOVE_DUPLICATES_ROWS
z-score normalize salary,STANDARDIZE_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
map country categories to numbers,LABEL_ENCODE_COLUMN
convert income to 0-1 range,NORMALIZE_COLUMN
kindly detect and remove outliers for score,REMOVE_OUTLIERS_COLUMN
remove department attribute completely,DROP_COLUMN
help me to convert category into numeric labels,LABEL_ENCODE_COLUMN
I want to perform standard scaling on age,STANDARDIZE_COLUMN
could you delete repeated records,REMOVE_DUPLICATES_ROWS
apply standard scaler to quantity,STANDARDIZE_COLUMN
please convert country into numeric labels,LABEL_ENCODE_COLUMN
transform country using label encoder,LABEL_ENCODE_COLUMN
z-score normalize age,STANDARDIZE_COLUMN
z-score normalize salary,STANDARDIZE_COLUMN
transform status using label encoder,LABEL_ENCODE_COLUMN
I want to filter extreme values from experience,REMOVE_OUTLIERS_COLUMN
can you delete repeated records,REMOVE_DUPLICATES_ROWS
change data type of city to string,TYPE_CAST
scale income between 0 and 1,NORMALIZE_COLUMN
perform missing value imputation on city using most frequent value,FILL_NA
help me to impute null entries in gender using most common value,FILL_NA
eliminate column named city,DROP_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
filter extreme values from income,REMOVE_OUTLIERS_COLUMN
set category datatype as integer,TYPE_CAST
delete category from the dataset,DROP_COLUMN
transform status using label encoder,LABEL_ENCODE_COLUMN
can you remove the country feature,DROP_COLUMN
I want to perform missing value imputation on category using mode,FILL_NA
label encode status,LABEL_ENCODE_COLUMN
can you eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
transform salary to zero mean and unit variance,STANDARDIZE_COLUMN
eliminate abnormal values in quantity,REMOVE_OUTLIERS_COLUMN
help me to apply label encoding to department,LABEL_ENCODE_COLUMN
I want to normalize salary,NORMALIZE_COLUMN
please perform standard scaling on income,STANDARDIZE_COLUMN
standardize rating,STANDARDIZE_COLUMN
kindly apply standard scaler to quantity,STANDARDIZE_COLUMN
can you map city categories to numbers,LABEL_ENCODE_COLUMN
drop column city,DROP_COLUMN
typecast department into integer,TYPE_CAST
convert categorical values in category to labels,LABEL_ENCODE_COLUMN
please transform category using label encoder,LABEL_ENCODE_COLUMN
standardize the values of rating,STANDARDIZE_COLUMN
apply label encoding to gender,LABEL_ENCODE_COLUMN
convert status to float,TYPE_CAST
please make gender a integer column,TYPE_CAST
kindly discard the country field,DROP_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
eliminate column named category,DROP_COLUMN
I need to eliminate abnormal values in quantity,REMOVE_OUTLIERS_COLUMN
kindly apply z score normalization to experience,STANDARDIZE_COLUMN
map status categories to numbers,LABEL_ENCODE_COLUMN
perform standard scaling on salary,STANDARDIZE_COLUMN
drop anomalous data points in age,REMOVE_OUTLIERS_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
convert experience to 0-1 range,NORMALIZE_COLUMN
apply min max scaling to rating,NORMALIZE_COLUMN
I need to remove redundant rows,REMOVE_DUPLICATES_ROWS
delete gender from the dataset,DROP_COLUMN
eliminate abnormal values in income,REMOVE_OUTLIERS_COLUMN
convert categorical values in category to labels,LABEL_ENCODE_COLUMN
kindly remove redundant rows,REMOVE_DUPLICATES_ROWS
I need to discard the category field,DROP_COLUMN
apply feature scaling to price,NORMALIZE_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
I need to fill null values in city using most common value,FILL_NA
eliminate column named status,DROP_COLUMN
remove outliers in price,REMOVE_OUTLIERS_COLUMN
detect and remove outliers for score,REMOVE_OUTLIERS_COLUMN
remove category attribute completely,DROP_COLUMN
standardize the values of rating,STANDARDIZE_COLUMN
perform normalization on score,NORMALIZE_COLUMN
perform normalization on salary,NORMALIZE_COLUMN
kindly exclude status column,DROP_COLUMN
can you drop column country,DROP_COLUMN
convert categorical values in department to labels,LABEL_ENCODE_COLUMN
perform standard scaling on age,STANDARDIZE_COLUMN
label encode category,LABEL_ENCODE_COLUMN
I want to remove category attribute completely,DROP_COLUMN
normalize age,NORMALIZE_COLUMN
drop anomalous data points in experience,REMOVE_OUTLIERS_COLUMN
perform normalization on age,NORMALIZE_COLUMN
can you convert department to integer,TYPE_CAST
can you exclude status column,DROP_COLUMN
can you trim extreme observations in salary,REMOVE_OUTLIERS_COLUMN
convert categorical values in gender to labels,LABEL_ENCODE_COLUMN
drop column gender,DROP_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
label encode status,LABEL_ENCODE_COLUMN
apply feature scaling to age,NORMALIZE_COLUMN
I need to apply standard scaler to age,STANDARDIZE_COLUMN
detect and remove outliers for score,REMOVE_OUTLIERS_COLUMN
detect and remove outliers for salary,REMOVE_OUTLIERS_COLUMN
substitute empty values in city by median,FILL_NA
perform normalization on price,NORMALIZE_COLUMN
help me to impute NaN entries in gender using most common value,FILL_NA
help me to clean duplicate observations,REMOVE_DUPLICATES_ROWS
I need to scale rating between 0 and 1,NORMALIZE_COLUMN
please set city datatype as integer,TYPE_CAST
help me to drop all duplicates,REMOVE_DUPLICATES_ROWS
drop anomalous data points in score,REMOVE_OUTLIERS_COLUMN
change data type of status to string,TYPE_CAST
I need to replace blank data in gender with most common value,FILL_NA
perform missing value imputation on city using median,FILL_NA
please apply standard scaler to quantity,STANDARDIZE_COLUMN
change data type of status to integer,TYPE_CAST
clean outliers from quantity,REMOVE_OUTLIERS_COLUMN
normalize score,NORMALIZE_COLUMN
can you perform normalization on quantity,NORMALIZE_COLUMN
I want to fill missing values in category using median,FILL_NA
transform city using label encoder,LABEL_ENCODE_COLUMN
I want to eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
help me to perform normalization on experience,NORMALIZE_COLUMN
help me to apply standard scaler to experience,STANDARDIZE_COLUMN
discard the category field,DROP_COLUMN
map category categories to numbers,LABEL_ENCODE_COLUMN
I want to scale experience between 0 and 1,NORMALIZE_COLUMN
can you cast city as int,TYPE_CAST
cast status as int,TYPE_CAST
fill unknown values in gender using most frequent value,FILL_NA
could you drop column department,DROP_COLUMN
please convert categorical values in department to labels,LABEL_ENCODE_COLUMN
please map city categories to numbers,LABEL_ENCODE_COLUMN
rescale rating using min max normalization,NORMALIZE_COLUMN
apply z score normalization to score,STANDARDIZE_COLUMN
transform city using label encoder,LABEL_ENCODE_COLUMN
use median strategy to treat undefined values in department,FILL_NA
I need to clean outliers from quantity,REMOVE_OUTLIERS_COLUMN
map country categories to numbers,LABEL_ENCODE_COLUMN
can you set category datatype as string,TYPE_CAST
I need to remove redundant rows,REMOVE_DUPLICATES_ROWS
please drop anomalous data points in income,REMOVE_OUTLIERS_COLUMN
I need to impute NaN entries in city using mean,FILL_NA
could you drop all duplicates,REMOVE_DUPLICATES_ROWS
could you use mean strategy to treat empty values in status,FILL_NA
please map city categories to numbers,LABEL_ENCODE_COLUMN
I need to convert country to int,TYPE_CAST
I want to convert gender to string,TYPE_CAST
kindly drop column city,DROP_COLUMN
normalize price,NORMALIZE_COLUMN
could you normalize quantity,NORMALIZE_COLUMN
please z-score normalize experience,STANDARDIZE_COLUMN
could you eliminate column named category,DROP_COLUMN
apply min max scaling to rating,NORMALIZE_COLUMN
typecast category into int,TYPE_CAST
help me to label encode department,LABEL_ENCODE_COLUMN
transform category into integer type,TYPE_CAST
remove outliers in salary,REMOVE_OUTLIERS_COLUMN
drop column status,DROP_COLUMN
can you eliminate abnormal values in quantity,REMOVE_OUTLIERS_COLUMN
convert category into numeric labels,LABEL_ENCODE_COLUMN
convert department to int,TYPE_CAST
standardize the values of age,STANDARDIZE_COLUMN
set gender datatype as float,TYPE_CAST
please remove the department feature,DROP_COLUMN
I want to eliminate abnormal values in rating,REMOVE_OUTLIERS_COLUMN
kindly remove category attribute completely,DROP_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
I need to discard the status field,DROP_COLUMN
can you apply z score normalization to income,STANDARDIZE_COLUMN
use mode strategy to treat blank values in gender,FILL_NA
help me to remove city attribute completely,DROP_COLUMN
drop column gender,DROP_COLUMN
apply standard scaler to score,STANDARDIZE_COLUMN
apply min max scaling to salary,NORMALIZE_COLUMN
drop anomalous data points in quantity,REMOVE_OUTLIERS_COLUMN
apply feature scaling to income,NORMALIZE_COLUMN
kindly eliminate column named country,DROP_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
please convert categorical values in country to labels,LABEL_ENCODE_COLUMN
I want to apply standard scaler to experience,STANDARDIZE_COLUMN
remove outliers in age,REMOVE_OUTLIERS_COLUMN
I want to drop all duplicates,REMOVE_DUPLICATES_ROWS
scale age between 0 and 1,NORMALIZE_COLUMN
I want to eliminate column named gender,DROP_COLUMN
apply feature scaling to salary,NORMALIZE_COLUMN
set status datatype as float,TYPE_CAST
substitute null values in department by most common value,FILL_NA
I want to apply label encoding to category,LABEL_ENCODE_COLUMN
please eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
kindly apply most common value imputation on department,FILL_NA
clean duplicate observations,REMOVE_DUPLICATES_ROWS
drop all duplicates,REMOVE_DUPLICATES_ROWS
convert city into numeric labels,LABEL_ENCODE_COLUMN
help me to label encode gender,LABEL_ENCODE_COLUMN
I want to apply standard scaler to quantity,STANDARDIZE_COLUMN
apply z score normalization to salary,STANDARDIZE_COLUMN
filter extreme values from rating,REMOVE_OUTLIERS_COLUMN
drop column status,DROP_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
kindly clean duplicate observations,REMOVE_DUPLICATES_ROWS
kindly apply standard scaler to rating,STANDARDIZE_COLUMN
help me to fill undefined values in category using mean,FILL_NA
make department a string column,TYPE_CAST
please cast gender as int,TYPE_CAST
normalize experience,NORMALIZE_COLUMN
replace null data in city with mode,FILL_NA
could you delete repeated records,REMOVE_DUPLICATES_ROWS
could you standardize the values of experience,STANDARDIZE_COLUMN
I need to transform status into int type,TYPE_CAST
typecast category into int,TYPE_CAST
convert categorical values in status to labels,LABEL_ENCODE_COLUMN
I want to convert categorical values in gender to labels,LABEL_ENCODE_COLUMN
can you remove outliers in income,REMOVE_OUTLIERS_COLUMN
transform status into string type,TYPE_CAST
can you rescale experience using min max normalization,NORMALIZE_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
could you drop anomalous data points in income,REMOVE_OUTLIERS_COLUMN
I need to perform missing value imputation on country using average,FILL_NA
impute missing entries in category using average,FILL_NA
impute empty entries in status using most frequent value,FILL_NA
I want to convert categorical values in city to labels,LABEL_ENCODE_COLUMN
scale quantity between 0 and 1,NORMALIZE_COLUMN
convert experience to 0-1 range,NORMALIZE_COLUMN
could you use median strategy to treat empty values in status,FILL_NA
drop all duplicates,REMOVE_DUPLICATES_ROWS
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
could you remove outliers in rating,REMOVE_OUTLIERS_COLUMN
change data type of city to integer,TYPE_CAST
trim extreme observations in price,REMOVE_OUTLIERS_COLUMN
help me to cast department as integer,TYPE_CAST
help me to standardize the values of age,STANDARDIZE_COLUMN
perform standard scaling on price,STANDARDIZE_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
help me to transform score to zero mean and unit variance,STANDARDIZE_COLUMN
handle NaN values for country with mean,FILL_NA
z-score normalize age,STANDARDIZE_COLUMN
could you perform standard scaling on price,STANDARDIZE_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
I need to drop column gender,DROP_COLUMN
impute blank entries in city using median,FILL_NA
standardize income,STANDARDIZE_COLUMN
please remove outliers in quantity,REMOVE_OUTLIERS_COLUMN
remove country attribute completely,DROP_COLUMN
I need to replace unknown data in category with mean,FILL_NA
I want to remove redundant rows,REMOVE_DUPLICATES_ROWS
perform standard scaling on age,STANDARDIZE_COLUMN
could you normalize experience,NORMALIZE_COLUMN
could you substitute NaN values in department by median,FILL_NA
I need to map status categories to numbers,LABEL_ENCODE_COLUMN
I need to drop all duplicates,REMOVE_DUPLICATES_ROWS
help me to remove the country feature,DROP_COLUMN
I need to transform salary to zero mean and unit variance,STANDARDIZE_COLUMN
I need to perform standard scaling on price,STANDARDIZE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
convert experience to 0-1 range,NORMALIZE_COLUMN
I need to standardize score,STANDARDIZE_COLUMN
could you rescale income using min max normalization,NORMALIZE_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
encode categories in department as integers,LABEL_ENCODE_COLUMN
make country a float column,TYPE_CAST
handle undefined values for status with most frequent value,FILL_NA
please eliminate abnormal values in quantity,REMOVE_OUTLIERS_COLUMN
help me to transform score to zero mean and unit variance,STANDARDIZE_COLUMN
drop column status,DROP_COLUMN
I want to clean duplicate observations,REMOVE_DUPLICATES_ROWS
detect and remove outliers for income,REMOVE_OUTLIERS_COLUMN
can you normalize age,NORMALIZE_COLUMN
can you perform normalization on quantity,NORMALIZE_COLUMN
encode categories in department as integers,LABEL_ENCODE_COLUMN
kindly detect and remove outliers for score,REMOVE_OUTLIERS_COLUMN
map country categories to numbers,LABEL_ENCODE_COLUMN
convert price to 0-1 range,NORMALIZE_COLUMN
normalize rating,NORMALIZE_COLUMN
could you cast city as string,TYPE_CAST
remove status attribute completely,DROP_COLUMN
please filter extreme values from score,REMOVE_OUTLIERS_COLUMN
convert age to 0-1 range,NORMALIZE_COLUMN
can you substitute blank values in category by median,FILL_NA
help me to apply standard scaler to salary,STANDARDIZE_COLUMN
kindly drop column gender,DROP_COLUMN
standardize salary,STANDARDIZE_COLUMN
convert city to int,TYPE_CAST
could you discard the department field,DROP_COLUMN
apply min max scaling to rating,NORMALIZE_COLUMN
delete country from the dataset,DROP_COLUMN
substitute undefined values in category by mean,FILL_NA
discard the category field,DROP_COLUMN
kindly apply z score normalization to score,STANDARDIZE_COLUMN
eliminate abnormal values in score,REMOVE_OUTLIERS_COLUMN
drop column status,DROP_COLUMN
help me to transform gender using label encoder,LABEL_ENCODE_COLUMN
I want to perform standard scaling on rating,STANDARDIZE_COLUMN
impute blank entries in category using most frequent value,FILL_NA
